**** All Elevator Calls (time,src,dest,state,elev dt) stage 6 ****
Elevator call,4.993816266014164,-3,27,3,1, Done, dt, 37.006183733985836
Elevator call,18.77917039169597,-4,-3,3,3, Done, dt, 23.22082960830403
Elevator call,19.387078657155826,0,14,3,5, Done, dt, 31.612921342844174
Elevator call,20.327517520632,0,-2,3,7, Done, dt, 25.672482479368
Elevator call,27.9999732565052,0,30,3,9, Done, dt, 51.0000267434948
Elevator call,29.917239624265676,0,7,3,9, Done, dt, 26.082760375734324
Elevator call,38.28582116015673,-1,45,3,3, Done, dt, 61.71417883984327
Elevator call,39.19202923931175,-1,2,3,0, Done, dt, 28.80797076068825
Elevator call,39.69710409736126,0,48,3,3, Done, dt, 73.30289590263874
Elevator call,49.43307426313186,0,-1,3,7, Done, dt, 23.566925736868143
Elevator call,54.196436787183075,-2,50,3,5, Done, dt, 55.803563212816925
Elevator call,57.40531969890162,-1,0,3,2, Done, dt, 37.59468030109838
Elevator call,63.05259875982824,-2,0,3,2, Done, dt, 31.947401240171757
Elevator call,79.37736411739434,0,41,3,7, Done, dt, 43.622635882605664
Elevator call,89.4285158976113,-2,28,3,1, Done, dt, 51.571484102388695
Elevator call,92.15048695301039,-4,19,3,4, Done, dt, 45.849513046989614
Elevator call,96.61997031673536,-2,45,3,9, Done, dt, 264.38002968326464
Elevator call,108.64204888088284,0,19,3,2, Done, dt, 30.35795111911716
Elevator call,111.62708145083661,-1,-3,3,9, Done, dt, 46.37291854916339
Elevator call,116.72069026135568,0,24,3,0, Done, dt, 47.279309738644315
Elevator call,117.93413927793131,0,16,3,6, Done, dt, 42.06586072206869
Elevator call,133.34539591368775,-4,23,3,8, Done, dt, 49.65460408631225
Elevator call,134.00355801094793,-2,25,3,9, Done, dt, 182.99644198905207
Elevator call,140.52095248879914,-3,28,3,7, Done, dt, 59.47904751120086
Elevator call,142.07808960138755,-4,1,3,1, Done, dt, 108.92191039861245
Elevator call,146.76293294989182,0,27,3,9, Done, dt, 194.23706705010818
Elevator call,147.44392615224183,-3,33,3,3, Done, dt, 65.55607384775817
Elevator call,151.6163012890247,-3,3,3,2, Done, dt, 49.383698710975295
Elevator call,159.17766514162577,0,26,3,9, Done, dt, 169.82233485837423
Elevator call,170.15712188664338,-2,42,3,1, Done, dt, 123.84287811335662
Elevator call,173.25392580462358,1,3,3,9, Done, dt, 121.74607419537642
Elevator call,174.91394871323018,-1,31,3,9, Done, dt, 80.08605128676982
Elevator call,177.9146689591314,0,8,3,9, Done, dt, 54.085331040868596
Elevator call,179.41211574761928,0,48,3,1, Done, dt, 128.58788425238072
Elevator call,188.69360223337299,-2,-3,3,6, Done, dt, 40.306397766627015
Elevator call,197.44243298068636,-3,38,3,5, Done, dt, 222.55756701931364
Elevator call,202.63061730226673,0,42,3,7, Done, dt, 56.36938269773327
Elevator call,203.2352417416962,-4,25,3,2, Done, dt, 57.7647582583038
Elevator call,209.35081553255895,13,-1,3,5, Done, dt, 85.64918446744105
Elevator call,209.97850155767696,-1,29,3,1, Done, dt, 66.02149844232304
Elevator call,210.90630526255882,12,0,3,5, Done, dt, 72.09369473744118
Elevator call,211.32931870336074,0,29,3,1, Done, dt, 64.67068129663926
Elevator call,217.22290993535717,-4,11,3,3, Done, dt, 168.77709006464283
Elevator call,218.07434462591186,26,44,3,0, Done, dt, 41.92565537408814
Elevator call,219.81598778407965,-4,5,3,4, Done, dt, 179.18401221592035
Elevator call,220.76873550670848,31,-1,3,3, Done, dt, 122.23126449329152
Elevator call,224.31198381778677,-2,-3,3,4, Done, dt, 120.68801618221323
Elevator call,231.56651879541005,22,33,3,8, Done, dt, 33.43348120458995
Elevator call,238.4981901010815,0,-1,3,4, Done, dt, 82.50180989891851
Elevator call,249.14578168308412,0,39,3,3, Done, dt, 62.854218316915876
Elevator call,249.47153929844012,-2,0,3,3, Done, dt, 20.52846070155988
Elevator call,254.50344330296275,-1,10,3,4, Done, dt, 44.49655669703725
Elevator call,255.11453151297678,-2,2,3,6, Done, dt, 26.885468487023218
Elevator call,257.29849213037915,-1,-4,3,9, Done, dt, 150.70150786962085
Elevator call,260.38349181826743,-4,31,3,7, Done, dt, 144.61650818173257
Elevator call,266.894697015759,47,-2,3,0, Done, dt, 73.105302984241
Elevator call,270.3465008526289,-1,-2,3,7, Done, dt, 47.65349914737112
Elevator call,272.4308393782785,-4,46,3,2, Done, dt, 173.5691606217215
Elevator call,278.80736100021363,-2,47,3,8, Done, dt, 130.19263899978637
Elevator call,285.4590041763097,-1,49,3,6, Done, dt, 74.54099582369031
Elevator call,299.06238686043775,-4,31,3,4, Done, dt, 136.93761313956225
Elevator call,303.5884504315734,-1,24,3,5, Done, dt, 85.41154956842661
Elevator call,305.1612056606798,-4,11,3,2, Done, dt, 32.8387943393202
Elevator call,307.17728820035336,-1,22,3,5, Done, dt, 93.82271179964664
Elevator call,310.1052389352092,20,-1,3,1, Done, dt, 65.89476106479083
Elevator call,310.2471597613528,-3,41,3,1, Done, dt, 246.7528402386472
Elevator call,310.43660083151826,12,-2,3,1, Done, dt, 77.56339916848174
Elevator call,310.65895693179937,0,-2,3,8, Done, dt, 38.341043068200634
Elevator call,314.465693673799,-4,-2,3,2, Done, dt, 61.534306326200976
Elevator call,318.63880157220933,-2,4,3,7, Done, dt, 61.36119842779067
Elevator call,326.58639638472255,-3,0,3,7, Done, dt, 40.41360361527745
Elevator call,334.8964002994919,-2,3,3,5, Done, dt, 32.103599700508084
Elevator call,338.34551095760867,-4,19,3,3, Done, dt, 73.65448904239133
Elevator call,346.0955137209953,-4,35,3,0, Done, dt, 62.904486279004686
Elevator call,361.645498123866,-3,17,3,3, Done, dt, 38.35450187613401
Elevator call,363.8472274622245,-2,-1,3,4, Done, dt, 18.15277253777549
Elevator call,381.31971563530055,-3,41,3,6, Done, dt, 144.68028436469945
Elevator call,388.51503029731634,-1,40,3,1, Done, dt, 124.48496970268366
Elevator call,394.25877451521023,0,-3,3,6, Done, dt, 76.74122548478977
Elevator call,394.9568870028586,-4,0,3,9, Done, dt, 60.04311299714141
Elevator call,396.01053237831434,-3,11,3,9, Done, dt, 97.98946762168566
Elevator call,396.1162807679582,0,44,3,1, Done, dt, 173.8837192320418
Elevator call,397.828560875153,4,19,3,1, Done, dt, 137.17143912484698
Elevator call,398.52040573961403,-1,4,3,3, Done, dt, 48.479594260385966
Elevator call,399.94909007969295,0,35,3,1, Done, dt, 99.05090992030705
Elevator call,400.2358983059046,-2,41,3,3, Done, dt, 150.76410169409542
Elevator call,403.08087087207764,-2,10,3,1, Done, dt, 71.91912912792236
Elevator call,420.90267429546566,-1,24,3,7, Done, dt, 50.09732570453434
Elevator call,424.97730311249506,35,0,3,5, Done, dt, 41.022696887504935
Elevator call,431.638137321645,-2,1,3,9, Done, dt, 35.36186267835501
Elevator call,438.369875408335,-1,-2,3,5, Done, dt, 51.63012459166498
Elevator call,440.91040561273644,-3,0,3,4, Done, dt, 58.08959438726356
Elevator call,442.48024316783403,19,29,3,0, Done, dt, 47.51975683216597
Elevator call,445.22554369489694,0,5,3,9, Done, dt, 34.77445630510306
Elevator call,447.82100185917807,39,11,3,2, Done, dt, 56.17899814082193
Elevator call,448.37219431241874,-4,35,3,8, Done, dt, 133.62780568758126
Elevator call,448.5527280150875,-3,0,3,8, Done, dt, 87.4472719849125
Elevator call,449.6414067161206,-2,10,3,3, Done, dt, 63.35859328387937
Elevator call,458.57493472839155,0,26,3,3, Done, dt, 73.42506527160845
Elevator call,464.05052587172395,-4,33,3,5, Done, dt, 67.94947412827605
Elevator call,467.1243025576689,-4,20,3,9, Done, dt, 92.8756974423311
Elevator call,471.18462320429603,-4,9,3,7, Done, dt, 289.81537679570397
Elevator call,473.82402016162405,-3,-4,3,7, Done, dt, 159.17597983837595
Elevator call,486.18831609784525,5,41,3,3, Done, dt, 64.81168390215475
Elevator call,494.2575701969208,-2,-4,3,9, Done, dt, 42.742429803079176
Elevator call,499.06404009518997,-4,-2,3,4, Done, dt, 27.935959904810034
Elevator call,505.42918834826446,-2,15,3,2, Done, dt, 73.57081165173554
Elevator call,505.5712470512408,0,8,3,2, Done, dt, 55.42875294875921
Elevator call,507.896243493429,0,11,3,7, Done, dt, 166.10375650657102
Elevator call,508.3883648726937,-2,34,3,7, Done, dt, 73.61163512730627
Elevator call,508.4388147995692,-2,0,3,7, Done, dt, 22.561185200430828
Elevator call,510.15095690679004,-2,19,3,7, Done, dt, 52.84904309320996
Elevator call,512.7410981451851,0,41,3,9, Done, dt, 69.2589018548149
Elevator call,513.3688940199656,-2,25,3,0, Done, dt, 308.63110598003436
Elevator call,524.1069739806394,0,17,3,7, Done, dt, 26.893026019360605
Elevator call,530.1742255496574,0,6,3,4, Done, dt, 29.82577445034258
Elevator call,530.5850250585272,0,44,3,7, Done, dt, 67.41497494147279
Elevator call,530.7421165835376,0,-3,3,0, Done, dt, 230.2578834164624
